food_ID,recipe_title,tags,cuisine,course,diet,category
676,Kerala Style Cauliflower Kurma ,South Indian s|Cauliflower s (Phool Gobi),Kerala s,Dinner,Vegetarian,Kurma s (Korma)
677,Jalapeno Cilantro Lime Rice  ,Party Food s|Weekend Dinner Ideas|Coriander s|Continental s|Jalapeno s,Continental,Dinner,Vegetarian,Continental Food s
678,Kothamalli Rava Upma  - Coriander Semolina Pudding,South Indian s|Breakfast  Ideas|Sooji s (Rava/ Semolina)|South Indian Breakfast s|Coriander s,Tamil Nadu,South Indian Breakfast,Vegetarian,Upma s
679,"Roasted Vegetable Quesadilla  With Zucchini, Carrots & Red Cabbage",Party Food s|Vegetarian s|Healthy s|Carrot s|Tea Party s|Zucchini s|Quesadilla s,Mexican,Dinner,High Protein Vegetarian,Mexican s
680,Aloo Bhey Ki Sabzi  (Potato Lotus Stem Curry),Party Food s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Lotus Stem Kamal Kakdi s,North Indian s,Lunch,Vegetarian,Sabzi s
681,Khatti Meethi Palak Khichdi ,Spinach s (Palak/Keerai)|One Dish s|One Pot s,North Indian s,Dinner,Vegetarian,Khichdi s
682,Ragi Rava Dosa  With Oats - Finger Millet & Oats Dosa ,High Protein Vegetarian Diet s|South Indian s|Breakfast  Ideas|Indian Diabetic s|Sooji s (Rava/ Semolina)|South Indian Breakfast s|Oats s (Oatmeal)|One Dish s|Indian Dinner s|Millet s|Ragi s (Nachni/ Finger Millet),Indian,South Indian Breakfast,Diabetic Friendly,Dosa s
683,Warqi Paratha ,Party Food s|Vegetarian s|Festival s|Paratha s,North Indian s,Lunch,Vegetarian,Paratha s
684,Dahi Ma Bheeda  (Dahi Bhindi - Parsi Style Okras Cooked In Yogurt ),Vegetarian s|Indian Vegetarian s|Dahi s (Curd/Yogurt),Parsi s,Lunch,Vegetarian,Sabzi s
685,Pyaz Wali Bhindi  | Bhindi Do Pyaza - Okra Onion Stir Fry,Indian Lunch s|Healthy s|Punjabi s|Bachelor s|Bhindi s (Vendakkai /Okra /Ladies Finger),Indian,Lunch,Vegetarian,Sabzi s
686,Aloo Matar Sabzi  - Potatoes Peas In Tomato Gravy,Vegetarian s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Kids Lunch Box s|Indian Dinner s|Bachelor s|Green Peas (Matar/ Pattani) s| for Beginners,Punjabi,Side Dish,Vegetarian,Sabzi s
687,Chettinad Muttai Paniyaram  | Egg Paniyaram ,Indian Vegetarian s|Chettinad s|Tamil Nadu recipes,Tamil Nadu,South Indian Breakfast,Eggetarian,Paniyaram s
688,Paneer Gassi  ,Paneer s|South Indian s|Indian Lunch s|High Protein Diet|Mangalorean s,Mangalorean,Lunch,High Protein Vegetarian,Indian Curry s
689,Cabbage Poricha Kootu  (Red Cabbage) - South Indian Cabbage Dal,Vegetarian s|South Indian s|Indian Lunch s|Healthy s|Indian Vegetarian s|Cabbage s (Patta Gobi)|Tamil Nadu recipes|Red Cabbage s (Purple Cabbage),Tamil Nadu,Lunch,Vegetarian,Kootu s
690,Whole Wheat Sun Dried Tomato Focaccia Bread | Healthy Homemade Bread ,Sundried Tomato s|Focaccia s,Italian s,Dinner,Vegetarian,Homemade Bread s
691,Chatpata Aloo Chaat Taco  With Sour Cream & Salad,Party Food s|Vegetarian s|Chaat Party s|Mexican s|Weekend Dinner Ideas|Taco s|Fusion s|Indian Potluck & Kitty Party s,Mexican,Dinner,Vegetarian,Mexican s
692,Cottage Cheese Pancake  Stuffed With Chocolate - Russian Syrniki ,Breakfast  Ideas|Pancake s,Continental,World Breakfast,Vegetarian,Pancake s
693,Whole Wheat Flour Puttu ,Whole Wheat s|Healthy s|Breakfast  Ideas|Kerala s,Kerala s,Side Dish,Vegetarian,Puttu s
694,Apple Almond Cake  | With Eggless Version,Party Food s|Tea Party s|Apple s|Almond s|Cinnamon s|Office Party s|Indian Potluck & Kitty Party s|Birthday Party s|Oven Baked ,Continental,Dessert,Eggetarian,Cake s
695,Mango Milkshake  - Mango Smoothie ,Summer  Ideas|Mango s|Milkshake s|After School Snack s|s for Kids,Continental,Snack,Vegetarian,Smoothies and Juices
696,Gehun Ka Halwa  | Atte Ka Halwa | Kada Prasad ,Gujarati s|Whole Wheat s|Diwali s|Halwa s|Festival s|Punjabi s,North Indian s,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
697,Coconut French Toast with Chocolate Chips ,Breakfast  Ideas|Chocolate s|Toast s,Continental,World Breakfast,Eggetarian,Toast s
698,Egg White Spinach Omelette  With Garlic & Oregano,High Protein Vegetarian Diet s|Healthy s|Breakfast  Ideas|Omelette (Frittata) ,Continental,World Breakfast,Eggetarian,Omelette s
699,Thai Raw Papaya Salad  With Lemon Peanut & Honey Dressing,Party Food s|Healthy s|Party Starter & Appetizer s|Summer  Ideas|Papaya s,Thai,Appetizer,Vegetarian,"Thai s,Malaysian & East Asian s"
700,Singhara Pulao  - Water Chestnut Mixed Rice,Vegetarian s|Indian Lunch s|Navratri s|No Onion No Garlic s|Fasting and Upvaas/Vrat s|Singhara (Water chestnut) s,North Indian s,Lunch,No Onion No Garlic (Sattvic),Pulao s
701,Coriander Tamarind Millet Rice ,Healthy s|Millet s|Foxtail Millet s|Coriander s|Chana Dal s (Bengal Gram Dal),Indian,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
702,Vegetarian  Mexican Quesadilla ,Party Food s|Vegetarian s|Party Starter & Appetizer s|Mexican s|Zucchini s|Quesadilla s,Mexican,Dinner,Vegetarian,Mexican s
703,Matar Samosa Chaat  - Delicious Evening Tea Time Snack,Tea Party s|Chaat Party s|Party Starter & Appetizer s|Dahi s (Curd/Yogurt)|Green Peas (Matar/ Pattani) s|Samosa ,North Indian s,Snack,Vegetarian,Indian Snack s
704,Phalguni Dal  - Bengali Style Red Lentils With Fresh Green Peas,High Protein Vegetarian Diet s|Vegetarian s|Indian Lunch s|Office Lunch Box s|High Protein Diet|Green Peas (Matar/ Pattani) s|Masoor Dal s|North Indian Lunch s,Bengali s,Lunch,High Protein Vegetarian,Dal s
705,Konkani Style Batata Song  - Dry Red Chili Potatoes Fry ,Side Dish s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Indian Dinner s|Quick & Easy s|Konkani s|Dry Red Chili s,Konkan,Side Dish,Vegetarian,Poriyal s (South Indian Sabzi)
706,Baked Eggplant Stuffed with Red Lentil Hummus ,Party Starter & Appetizer s|Brinjal s (Eggplant / Baingan)|Hummus s|Masoor Dal s,Middle Eastern,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
707,Maharashtrian Aloo Bhujne  - Potato Stir Fry ,Side Dish s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Maharashtrian s (Marathi s)|Quick & Easy s|Stir Fried s|Chana Dal s (Bengal Gram Dal),Maharashtrian s,Lunch,Vegetarian,Sabzi s
708,Stuffed Tomato With Stir-Fried Quinoa And Feta ,Side Dish s|Tomato s|Breakfast  Ideas|Stir Fried s|Quinoa s|Oven Baked |Feta Cheese s,Middle Eastern,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
709,Quick and Easy Eggless Whole Wheat Chocolate Cupcake ,Party Food s|Kids Lunch Box s|Chocolate s|Eggless Cake s (Egg Free Cake)|Cupcake s|New Year Party s,Continental,Dessert,Vegetarian,Cake s
710,Vegetable Rava Upma   - Sooji Upma ,South Indian s|Healthy s|Breakfast  Ideas|Sooji s (Rava/ Semolina)|South Indian Breakfast s|Quick & Easy s|s for Kids,South Indian s,South Indian Breakfast,Vegetarian,Upma s
711,Vegetable Au Gratin with Cauliflower Carrots and Beans,Healthy s|Cauliflower s (Phool Gobi)|Bachelor s|Gratin s,French,Main Course,Vegetarian,Continental Food s
712,Kathirikai Sundakkai Vathal Kuzhambu ,Vegetarian s|Side Dish s|South Indian s|Indian Lunch s|Indian Vegetarian s|Brinjal s (Eggplant / Baingan)|Chettinad s|Weekend Lunch s,Chettinad,Lunch,Vegetarian,Kuzhambu s
713,Chatpate Aloo  With Sesame Seeds,Side Dish s|Indian Lunch s|Office Lunch Box s|Aloo s (Potato & Baby Potato s)|Indian Dinner s|Sesame s,Punjabi,Side Dish,Vegetarian,Sabzi s
714,Vegetarian Mexican Fried Rice ,Party Food s|Vegetarian s|Side Dish s|Office Lunch Box s|Sweet Corn s|Picnic  Ideas,Mexican,Lunch,Vegetarian,Mexican s
715,Spaghetti Pasta  in Basil Pesto Sauce,Party Food s|Spinach s (Palak/Keerai)|Italian s|Weekend Dinner Ideas|s for Kids,Italian s,Dinner,Vegetarian,Pasta s
716,Homemade Loaded Chicken Nachos ,Party Food s|Party Starter & Appetizer s|Continental s,Mexican,Appetizer,Non Vegeterian,Mexican s
717,Kerala Egg Roast Masala ,Party Food s|High Protein Vegetarian Diet s,Kerala s,Side Dish,Eggetarian,Egg s
718,Maddur Vada   |  Maddur Vade,Vegetarian s|South Indian s|Vada s|Sooji s (Rava/ Semolina),Karnataka,Snack,Vegetarian,Indian Snack s
719,Couscous Salad With Cucumber And Feta Cheese ,Party Starter & Appetizer s|Cholesterol Friendly s,Continental,Dinner,Diabetic Friendly,Salad s
720,Classic Homemade Hummus  With Lemon And Coriander,High Protein Vegetarian Diet s|Party Starter & Appetizer s|Kabuli Chana s (Chickpea)|High Protein Diet|Party Dip s|Hummus s,Middle Eastern,Side Dish,High Protein Vegetarian,Continental Party Appetizer & Starter s
721,Punjabi Rajma Masala  - Rajma Chawal/Spiced Red Kidney Beans Curry,Party Food s|Side Dish s|Indian Lunch s|Office Lunch Box s|Gluten Free s|Punjabi s|Rajma Kidney Bean s|Antioxidant Rich s| for Beginners,North Indian s,Main Course,Vegetarian,Dal s
722,Hariyali Matar ,Paneer s|Vegetarian s|Side Dish s|Indian Lunch s|Office Lunch Box s|Kids Lunch Box s|Indian Dinner s|Green Peas (Matar/ Pattani) s,North Indian s,Side Dish,High Protein Vegetarian,Sabzi s
723,Vempampoo Rice  (Dried Neem Flowers Rice),South Indian s|Office Lunch Box s|Indian Dinner s|Neem Flower s,South Indian s,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
724,Sun Dried Tomato Olive Pasta In Fresh Tomato Sauce ,Party Food s|Sundried Tomato s|Olive s|Weekend Dinner Ideas|Tomato Sauce s|Weekend Lunch s,Italian s,Main Course,Vegetarian,Pasta s
725,Schezwan Chicken Sizzler ,Fusion s|Sizzler s|Weekend Lunch s,Fusion,Main Course,High Protein Non Vegetarian,Indian Chinese s
726,Chicken Lasagna ,Party Food s|Italian s|Lasagna s|Weekend Dinner Ideas|Oven Baked ,Italian s,Lunch,Non Vegeterian,Pasta s
727,Keerai Karamani Kuzhambu- Palak Lobia Curry ,Vegetarian s|Indian Lunch s|Spinach s (Palak/Keerai)|Office Lunch Box s|Indian Diabetic s|Black Eyed Bean s,South Indian s,Lunch,Diabetic Friendly,Kuzhambu s
728,Mutton Varattiyathu  - Malabar Mutton Roast,Kerala s,Kerala s,Main Course,Non Vegeterian,Mutton s
729,Panchmel Dal  | Rajasthani Dal | Panchkuti Dal,High Protein Vegetarian Diet s|Festival s|Rajasthani s,Rajasthani,Lunch,High Protein Vegetarian,Dal s
730,Dhaba Style Dal Palak ,Vegetarian s|Indian Lunch s|Spinach s (Palak/Keerai)|Office Lunch Box s|Indian Diabetic s|Toor Dal s (Pigeon Pea)|North Indian Lunch s|North Indian Dinner s,North Indian s,Lunch,High Protein Vegetarian,Dal s
731,Tamatar Pyaz Ki Sabzi  -Tomato Onion Sabzi,Vegetarian s|Side Dish s|Tomato s|Office Lunch Box s|Quick & Easy s|Onion s|One Pot s,North Indian s,Side Dish,Vegetarian,Sabzi s
732,Beans Matki Bhaji  - Green Beans Moth Beans Sabzi,Indian Lunch s|Maharashtrian s (Marathi s)|No Onion No Garlic s|Indian Dinner s|Green Beans s (French /Haricot),Maharashtrian s,Lunch,Vegetarian,Sabzi s
733,Smoked Dal Makhani  - Dhaba Style ,Party Food s|Indian Lunch s|Bachelor s,North Indian s,Dinner,High Protein Vegetarian,Dal s
734,Sweet And Sour Vegetables With Paneer Curry  ,Party Food s|Paneer s|Cauliflower s (Phool Gobi)|Oats s (Oatmeal)|Bachelor s,Asian,Dinner,Vegetarian,Indian Chinese s
735,Cabbage Thoran  - Kerala Style Cabbage Stir Fry,Side Dish s|South Indian s|Indian Lunch s|Office Lunch Box s|Cabbage s (Patta Gobi)|Indian Dinner s|Bachelor s,Kerala s,Lunch,Vegetarian,Thoran s
736,Nepalese Vegetable Pulao ,Indian Lunch s|Office Lunch Box s|Indian Dinner s,Nepalese,Main Course,Vegetarian,Indian Chinese s
737,Muttaikose Poriyal  - Cabbage Stir fry With Coconut,South Indian s|Indian Lunch s|No Onion No Garlic s|Indian Diabetic s|Cabbage s (Patta Gobi)| for Beginners,South Indian s,Side Dish,No Onion No Garlic (Sattvic),Poriyal s (South Indian Sabzi)
738,Dal Kabila  - Diabetic Urad Dal Tadka ,High Protein Vegetarian Diet s|Vegetarian s|Indian Lunch s|Healthy s|Indian Diabetic s|Indian Dinner s|Weekend Dinner Ideas|Urad Dal s,North Indian s,Lunch,Diabetic Friendly,Dal s
739,Huruli Sundal  - Kollu / Horse Gram Sundal ,High Protein Vegetarian Diet s|South Indian s|Indian Diabetic s|Horse Gram Dal s (Kollu/Kulith)|Sundal s|Weight Loss s,South Indian s,Snack,Diabetic Friendly,Indian Snack s
740,Parsi Salli Murgh  - Salli Marghi ,Party Food s|Aloo s (Potato & Baby Potato s)|Weekend Lunch s,Parsi s,Dinner,Non Vegeterian,Chicken s
741,Eggless Spicy Spinach Bread ,Spinach s (Palak/Keerai)|Breakfast  Ideas|Dahi s (Curd/Yogurt)|Eggless Cake s (Egg Free Cake),Continental,World Breakfast,High Protein Vegetarian,Homemade Bread s
742,Khatta Meetha Tamatar Sabzi  - A Chutney Style Dry Sabzi,Vegetarian s|Tomato s|Indian Vegetarian s|Indian Dinner s,North Indian s,Lunch,Vegetarian,Sabzi s
743,Dhaba Style Chana Masala From Deserts of Jaisalmer,High Protein Vegetarian Diet s|Punjabi s|Kabuli Chana s (Chickpea)|North Indian Dinner s,Rajasthani,Lunch,High Protein Vegetarian,Dal s
744,Aloo Methi Sabzi  - Potato Fenugreek Leaves Sabzi,Indian Lunch s|Office Lunch Box s|Aloo s (Potato & Baby Potato s)|Methi s (Fenugreek)|Bachelor s|Stir Fried s,North Indian s,Lunch,Vegetarian,Sabzi s
745,Lahsuni Paneer  - Paneer Flavoured With Garlic,Party Food s|Paneer s|Indian Lunch s|Party Starter & Appetizer s|Garlic s,North Indian s,Appetizer,Vegetarian,Sabzi s
746,Stuffed Zucchini  With Roasted Peppers & Mushrooms Made With Cheesy Dip,Mushroom s|Zucchini s|Delmonte Mayo s|Mayonnaise s,Continental,Side Dish,Vegetarian,Continental Food s
747,Onion-Tomato Dosa Savoury Waffles ,Party Food s|South Indian s|Office Lunch Box s|Party Starter & Appetizer s|South Indian Breakfast s|Waffle s|Fusion s,Fusion,World Breakfast,Vegetarian,Waffle s
748,Pudalangai Poriyal   - Snake Gourd Poriyal  ,Side Dish s|South Indian s|Office Lunch Box s|Healthy s|Indian Vegetarian s|Indian Diabetic s|Snake Gourd s (Pudalangai)|Ayurvedic s,South Indian s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
749,Baingan Ki Lonje  - Uttar Pradesh Style Brinjal Sabzi,Vegetarian s|Side Dish s|Indian Lunch s|Brinjal s (Eggplant / Baingan),Uttar Pradesh,Side Dish,Vegetarian,Sabzi s
750,Roasted Carrot & Green Pepper Hummus ,High Protein Vegetarian Diet s|Capsicum s (Bell Pepper)|Carrot s|Kabuli Chana s (Chickpea)|Hummus s,Middle Eastern,Side Dish,Vegetarian,Continental Party Appetizer & Starter s
751,Homemade Paneer ,Paneer s|High Protein Vegetarian Diet s,Indian,Dinner,High Protein Vegetarian,Basic & Advanced Cooking Techniques
752,Andhra Style Vegetarian Biryani with Soya Chunks  ,Vegetarian s|Indian Lunch s|Soy Chunk Granule s|Telugu Cuisine s (Andhra & Telangana)|One Pot s,Andhra,Lunch,Vegetarian,Biryani s
753,Sambal Spiced Veggie Mee Goreng ,Weekend Dinner Ideas|Street food recipes|Indonesian Cuisine s|Weekend Lunch s|Malaysian Cuisine s|Indo Chinese s (Indian Chinese),Asian,Snack,Vegetarian,Indian Chinese s
754,Quinoa Brown Rice and Vegetable Pulao ,High Protein Vegetarian Diet s|Indian Lunch s|Office Lunch Box s|Aloo s (Potato & Baby Potato s)|Cauliflower s (Phool Gobi)|One Dish s|High Fiber s|Weekly Meal Plan s and Ideas,Indian,Lunch,Diabetic Friendly,Pulao s
755,Peanut Chilli Dipping Sauce ,Party Starter & Appetizer s|Party Dip s|Peanut s,Continental,Side Dish,High Protein Vegetarian,Continental Party Appetizer & Starter s
756,Puliyodharai / Puliyogare  (Spicy Tamarind Rice) with Pulikachal,Onam s|Navratri s|Festival s|Gluten Free s|Ugadi s|Chana Dal s (Bengal Gram Dal)|Dussehra Festival s,South Indian s,Lunch,Vegetarian,Variety Rice (Mixed Rice/ Flavoured Rice s)
757,Beetroot Raita  ,Side Dish s|Healthy s|Beetroot s|Dahi s (Curd/Yogurt)|Summer  Ideas,Indian,Side Dish,Vegetarian,Indian Raita s
758,"Spring Onion, Pepper & Spaghetti Soup ",Spring Onion s|Spaghetti s,Italian s,Appetizer,Vegetarian,Soup s
759,Raw Papaya Mor Kootu  - Ayurvedic No Onion No Garlic ,South Indian s|Indian Lunch s|Healthy s|No Onion No Garlic s|Dahi s (Curd/Yogurt)|Raw papaya s|Ayurvedic s,South Indian s,Lunch,Vegetarian,Kootu s
760,Beetroot Poriyal  - Stir Fried Beetroot,South Indian s|Healthy s|Beetroot s|Antioxidant Rich s| for Beginners,South Indian s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
761,Kerala Style Varutharacha Mutton Curry ,Kerala s,Kerala s,Side Dish,Non Vegeterian,Mutton s
762,High Protein Moong Dal Cheela  With Stuffed Paneer,Paneer s|High Protein Vegetarian Diet s|Tea Party s|North Indian Breakfast s|Party Starter & Appetizer s|High Protein Breakfast|Kids Lunch Box s|Crepe s|Moong Dal s|After School Snack s,North Indian s,North Indian Breakfast,High Protein Vegetarian,Cheela s (Chilla)
763,Vegetable Tagine ,Party Food s|Aloo s (Potato & Baby Potato s)|One Dish s,African,Dinner,Vegetarian,Continental Food s
764,Dhania Chole Masala  - Chickpeas In Fresh Coriander Gravy,High Protein Vegetarian Diet s|Vegetarian s|Side Dish s|Indian Lunch s|Office Lunch Box s|Healthy s|Punjabi s|Kabuli Chana s (Chickpea)|Weekend Dinner Ideas|Coriander s,North Indian s,Main Course,High Protein Vegetarian,Dal s
765,Herb & Cheese Mushroom Omelette ,Healthy s|Gluten Free s|Mushroom s|Bachelor s,Continental,World Breakfast,Eggetarian,Omelette s
766,Paneer in White Gravy  - No Onion No Garlic ,Paneer s|Indian Lunch s|No Onion No Garlic s|Dahi s (Curd/Yogurt)|Cashewnut s|Ayurvedic s,North Indian s,Lunch,Vegetarian,Sabzi s
767,Herbed Focaccia Bread ,Party Food s|Vegetarian s|Eggless Cake s (Egg Free Cake)|Italian s,Italian s,Side Dish,Vegetarian,Homemade Bread s
768,Spicy Broken Wheat Khichdi With Vegetables ,Healthy s|Aloo s (Potato & Baby Potato s)|Bachelor s,Indian,Lunch,Vegetarian,Khichdi s
769,Chickpea and Broccoli Quesadilla  ,Kabuli Chana s (Chickpea)|Broccoli s|Mexican s|Quesadilla s,Mexican,Appetizer,Vegetarian,Mexican s
770,Grilled Chicken Wings ,Party Starter & Appetizer s|Weekend Dinner Ideas|Indian Potluck & Kitty Party s|Grilled Chicken s,Continental,Appetizer,Non Vegeterian,Continental Party Appetizer & Starter s
771,Rumali Roti  ,Side Dish s|Indian Lunch s|Punjabi s|Dahi s (Curd/Yogurt),Punjabi,Side Dish,Vegetarian,Roti s
772,General Tso's Cauliflower ,Vegetarian s|Side Dish s|Indian Lunch s|Cauliflower s (Phool Gobi)|Manchurian s|Chinese s|Dry Fried s,Hunan,Side Dish,Vegetarian,Indian Chinese s
773,Minced Meat & Corn Stuffed Bell Peppers ,Party Food s|Capsicum s (Bell Pepper)|Party Starter & Appetizer s|Sweet Corn s|Oven Baked ,Continental,Appetizer,High Protein Non Vegetarian,Continental Party Appetizer & Starter s
774,Kashmiri Style Chicken Pulao  ,Indian Lunch s|Dahi s (Curd/Yogurt)|Indian Dinner s|Kashmiri s,Kashmiri,One Pot Dish,Non Vegeterian,Pulao s
775,Murg Malai Kebab  (Reshmi Kebab),Party Starter & Appetizer s|Kebab s,Mughlai,Appetizer,Non Vegeterian,Continental Party Appetizer & Starter s
776,Matar Besan And Paneer Cheela  -Green Peas & Paneer Crepes,High Protein Vegetarian Diet s|Office Lunch Box s|Healthy s|Breakfast  Ideas|Tea Party s|North Indian Breakfast s|High Protein Breakfast|Healthy Kids Snack s,North Indian s,North Indian Breakfast,Vegetarian,Cheela s (Chilla)
777,Italian Classic Bread With Cheese And Herbs,Party Starter & Appetizer s|Italian s|Garlic s|Delmonte Italian  Contest  2016,Italian s,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
778,Bhugi Dal Paratha  - Moong Dal Paratha,Vegetarian s|Indian Lunch s|Whole Wheat s|Paratha s|Moong Dal s|Sindhi Cuisine s|Stuffed Paratha s,Sindhi,Main Course,Vegetarian,Paratha s
779,Chettinad Takkali Sadam  (Chettinad Style Tomato Rice),Tomato s|Chettinad s|One Pot s,Chettinad,Lunch,Gluten Free,Variety Rice (Mixed Rice/ Flavoured Rice s)
780,Kesar Pista Kulfi ,Festival s|Holi s|Summer  Ideas|Kulfi s|Indian Dessert s For Parties,North Indian s,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
781,Asian Style Paper Wrapped Chicken ,Party Food s|Party Starter & Appetizer s,Chinese,Appetizer,High Protein Non Vegetarian,Indian Chinese s
782,Thandai  - Spiced Festival Drink With Saffron And Dry Fruits,Festival s|Holi s|Summer  Ideas|Thandai s|Maha Shivratri s|Indian Dessert s For Parties,Rajasthani,Appetizer,Vegetarian,Indian Drink s
783,Oatmeal Pancake  With Orange,Breakfast  Ideas|Dahi s (Curd/Yogurt)|Oats s (Oatmeal)|Pancake s,Continental,World Breakfast,Vegetarian,Pancake s
784,Broccoli And Tofu Green Curry ,Vegetarian s|Side Dish s|Healthy s|Broccoli s|Tofu s,Indian,Dinner,Vegetarian,Sabzi s
785,Rajasthani Chawle Wale Dhokle ,Healthy s|One Dish s|Rajasthani s|Winter s,Rajasthani,Dinner,Vegetarian,Sabzi s
786,Goan Style Caldinho de Abobora Branca  (Mild Curry of white Pumpkin),South Indian s|Indian Lunch s|Indian Vegetarian s|Goan s|Ash Gourd s,Goan s,Lunch,Vegetarian,Sabzi s
787,Dry Fruit Ghughra/Gujiya  (Pastry Crust Pockets Filled With Dry Fruits),Gujarati s|Diwali s|Festival s|Holi s|Gujiya & Karanji s,Rajasthani,Snack,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
788,Gahat Rasmi Badi  (Uttaranchal Kulith Koftas In Tomato Onion Gravy),Indian Diabetic s|Horse Gram Dal s (Kollu/Kulith),North Indian s,Side Dish,High Protein Vegetarian,Kofta s
789,Vadyancho Ross  (Ash Gourd Chips Curry),Indian Lunch s|No Onion No Garlic s|Goan s|Ash Gourd s,Goan s,Lunch,Vegetarian,Indian Curry s
790,Feijoada  - Spicy Goan Black Eyed Peas Stew,High Protein Vegetarian Diet s|Goan s|Black Eyed Bean s,Goan s,Lunch,High Protein Vegetarian,Stew s
791,Ringna Batata Nu Shaak - Aloo Baingan Ki Sabzi  ,Indian Lunch s|Gujarati s|Healthy s|Aloo s (Potato & Baby Potato s)|Brinjal s (Eggplant / Baingan)|Quick & Easy s,Gujarati s﻿,Lunch,Vegetarian,Sabzi s
792,Posto Pabda (Bengali Fish Curry In Poppy Seeds Paste),Side Dish s,Bengali s,Lunch,High Protein Non Vegetarian,Fish s
793,Four Cheese and Spinach Stuffed Mushrooms ,Party Food s|Spinach s (Palak/Keerai)|Party Starter & Appetizer s|Mushroom s|Eggless Cake s (Egg Free Cake)|Cheese s,Continental,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
794,Nepalese Style Dhal Bhat  ,Vegetarian s|Indian Vegetarian s|High Protein Diet|Nepali Cuisine s,Nepalese,Lunch,High Protein Vegetarian,Dal s
795,Baked Pasta  with Paneer and Spinach,Party Food s|Spinach s (Palak/Keerai)|Italian s|Weekend Dinner Ideas,Italian s,Main Course,Vegetarian,Pasta s
796,Pyaz Kachori Chaat ,Vegetarian s|Aloo s (Potato & Baby Potato s)|Tea Party s|Chaat Party s|Party Starter & Appetizer s|Onion s,North Indian s,Snack,Vegetarian,Indian Snack s
797,Baked Mexican Rice ,Party Food s|Healthy s|One Dish s|Mexican s|Sweet Corn s|Oven Baked ,Mexican,Dinner,Vegetarian,Mexican s
798,Whole Wheat Achaari Aloo Tacos - Indo Mexican Fusion ,Vegetarian s|Whole Wheat s|Aloo s (Potato & Baby Potato s)|Mexican s|Taco s|Fusion s,Fusion,Snack,Vegetarian,Mexican s
799,Murungai Keerai Puttu - Drumstick Leaves Puttu  ,South Indian s|Indian Lunch s|Office Lunch Box s|Healthy s|South Indian Breakfast s|Moringa Leaves s (Drumstick Leaves),Kerala s,South Indian Breakfast,Vegetarian,Puttu s
800,Avarekalu Usli  ,High Protein Vegetarian Diet s|South Indian s|Healthy s|Weekend Lunch s|Avarakkai s (Broad Bean)|Usili s,South Indian s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
801,Lemon Thyme Rasam ,South Indian s|Indian Lunch s|Healthy s|Comfort Food s|Thyme s,South Indian s,Side Dish,Vegetarian,Rasam s
802,Chettinad Mutton Chops Kuzhambu -Mutton Chops Curry,Party Food s|South Indian s|Mother's Day  Contest 2016,Chettinad,Lunch,Non Vegeterian,Mutton s
803,Baked Whole Wheat Masala Baati  (Healthy Rajasthani Spiced Wheat Dumplings),Whole Wheat s|Tea Party s|Sooji s (Rava/ Semolina)|Dahi s (Curd/Yogurt)|Rajasthani s,Rajasthani,Lunch,Vegetarian,Roti s
805,Rajasthani Dal Muthiya ,Party Food s|Festival s|Rajasthani s,Rajasthani,Lunch,High Protein Vegetarian,Dal s
806,French Onion Tart ,Tart and Pie s,Continental,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
807,Carrot Cake Overnight Oats ,Healthy s|High Fiber s,Continental,World Breakfast,Vegetarian,Granola & Cereal s
808,French Crullers ,Vegetarian s|Breakfast  Ideas|French Cuisine s,European,World Breakfast,Vegetarian,Dessert s
809,Jaggery Sweetened Apple Oatmeal  ,Healthy s|Oats s (Oatmeal)|Apple s,Indian,World Breakfast,Vegetarian,Granola & Cereal s
810,Vazha Thandu Poriyal  - Tamil Nadu Style Dry Banana Stem Fry,South Indian s|Indian Lunch s|Office Lunch Box s|Indian Vegetarian s|Kids Lunch Box s|Indian Dinner s|Banana Stem s,Tamil Nadu,Side Dish,Diabetic Friendly,Poriyal s (South Indian Sabzi)
811,Fajeto  - Gujarati Ripe Mango Curry  ,Gujarati s|No Onion No Garlic s|Dahi s (Curd/Yogurt)|Mango s|Jain s,Gujarati s﻿,Lunch,Vegetarian,Dal s
812,Lehsuni Methi Paneer  - Garlic Methi Paneer Curry,Party Food s|Paneer s|Indian Lunch s|Dahi s (Curd/Yogurt)|Indian Dinner s|Methi s (Fenugreek)|Garlic s,North Indian s,Dinner,High Protein Vegetarian,Sabzi s
813,Shakshuka With Spinach & Feta Cheese  ,High Protein Vegetarian Diet s,African,World Breakfast,Eggetarian,Continental Breakfast s
