food_ID,recipe_title,tags,cuisine,course,diet,category
814,Kurkuri Bhindi With Spicy Tomato Yogurt Gravy ,Party Food s|Tomato s|Office Lunch Box s|Dahi s (Curd/Yogurt)|Bhindi s (Vendakkai /Okra /Ladies Finger),North Indian s,Lunch,Vegetarian,Sabzi s
815,Spinach Pizza With Sun Dried Tomatoes & Feta Cheese,Party Food s|Spinach s (Palak/Keerai)|Tea Party s|Mushroom s|Sundried Tomato s|Birthday Party Cakes|s for Kids|Feta Cheese s,Italian s,Dinner,Vegetarian,Pizza s
816,Curried Couscous ,Office Lunch Box s|Healthy s|Breakfast  Ideas|Dahi s (Curd/Yogurt)|African s,Continental,World Breakfast,High Protein Vegetarian,Continental Food s
817,Corn Toast  With Moong Sprouts & Vegetables,High Protein Vegetarian Diet s|Breakfast  Ideas|Tea Party s|Party Starter & Appetizer s|High Protein Breakfast|Sprout s|Healthy Kids Snack s|Moong Dal s|Sweet Corn s|After School Snack s,Continental,Snack,Vegetarian,Toast s
818,Andhra Gongura Pachadi  - Andhra Style Sorrel Leaves Chutney,Side Dish s|Healthy s|Festival s|Chana Dal s (Bengal Gram Dal),Andhra,Side Dish,Vegetarian,Pachadi s
819,Pineapple Cucumber Salad  With Lemon Dressing,Pineapple s,Indian,Side Dish,Vegetarian,Salad s
820,Vendakkai Podi Curry  - Vendakkai Poriyal,Indian Lunch s|Healthy s|Indian Diabetic s|Bhindi s (Vendakkai /Okra /Ladies Finger),South Indian s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
821,Aloo Bhindi Sabzi  - Potatoes Lady's Finger Stir Fry,Indian Lunch s|Office Lunch Box s|Healthy s|Aloo s (Potato & Baby Potato s)|Bhindi s (Vendakkai /Okra /Ladies Finger),Indian,Lunch,Vegetarian,Sabzi s
822,Aubergine in Spicy Peanut Sauce ,Vegetarian s|Side Dish s|Indian Lunch s|Brinjal s (Eggplant / Baingan),Thai,Dinner,Vegetarian,"Thai s,Malaysian & East Asian s"
823,Fusion Style Paneer Malai Makhani ,Paneer s,Indian,Side Dish,Vegetarian,Sabzi s
824,Banana-Almond Butter Bread ,Party Food s|Almond s,Continental,Snack,Eggetarian,Homemade Bread s
825,Mangalorean Style Kayi Vade  (Coconut and Rice Flour Fried Bread ),Vegetarian s|South Indian s|Mango s,Mangalorean,South Indian Breakfast,Vegetarian,Indian Snack s
826,बांदे दिन्दु कडले पाल्या रेसिपी - Banana Stem Chickpea Curry,Vegetarian s|Side Dish s|South Indian s|Kabuli Chana s (Chickpea)|Karnataka s|Banana Stem s|Kala Chana s (Black Chickpeas),Coastal Karnataka,Lunch,Vegetarian,Indian Curry s
827,Khajur Satori  (Dates Flatbread),Healthy s|Tea Party s|Date s|Mother's Day Contest  2017,Maharashtrian s,Snack,High Protein Vegetarian,Roti s
828,Kashmiri Kokur T Nadir -Chicken and Lotus Stem Curry,Party Food s|Dahi s (Curd/Yogurt)|Indian Dinner s|Lotus Stem Kamal Kakdi s,Kashmiri,Lunch,High Protein Non Vegetarian,Chicken s
829,"Vegetarian Mexican Tacos  With Baked Beans, Peppers and Salad",Party Food s|Healthy s|Cabbage s (Patta Gobi)|Mexican s|Taco s|Bell Peppers s|Baked Beans s,Mexican,Main Course,High Protein Vegetarian,Mexican s
830,Mangalore Style Southe Gatti/Southekayi kadubu  (Steamed Cucumber Dumplings),Healthy s|Breakfast  Ideas|South Indian Breakfast s|Mango s|Cucumber s|Mangalore Cucumber s,Mangalorean,South Indian Breakfast,Vegetarian,Upma s
831,Avarekalu Kadubu  (Hyacinth Beans Steamed Dumplings),Breakfast  Ideas|Karnataka s|Avarakkai s (Broad Bean),Karnataka,South Indian Breakfast,Vegetarian,Kozhukattai s (Pindi)
832,Kerala Style Ulli Theeyal  - Small Onions Roasted in Spicy Tamarind Coconut Gravy,Indian Lunch s|Onam s,Kerala s,Side Dish,Vegetarian,Kuzhambu s
833,Kathirikai Urulai Kizhangu Kara Kuzhambu ,Vegetarian s|Aloo s (Potato & Baby Potato s)|Brinjal s (Eggplant / Baingan)|Chettinad s,Chettinad,Lunch,Vegetarian,Kuzhambu s
834,Mullangi Poriyal  ,Vegetarian s|Indian Lunch s|Healthy s|No Onion No Garlic s|Mooli s (Radish/ Mullangi)|Chana Dal s (Bengal Gram Dal),Tamil Nadu,Dinner,Diabetic Friendly,Poriyal s (South Indian Sabzi)
835,Semolina Vegetable Chilla ,Office Lunch Box s|Breakfast  Ideas|Tea Party s|Sooji s (Rava/ Semolina)|Dahi s (Curd/Yogurt)|Cabbage s (Patta Gobi),Indian,Indian Breakfast,Vegetarian,Cheela s (Chilla)
836,Assamese Poita Bhat With Aloo Pitika ,Indian Lunch s|Aloo s (Potato & Baby Potato s)|Breakfast  Ideas|North Indian Breakfast s|Dahi s (Curd/Yogurt)|Leftover recipes|Assamese Cuisine s,Assamese,North Indian Breakfast,Gluten Free,Variety Rice (Mixed Rice/ Flavoured Rice s)
837,Maharashtrian Tomato Saar ,Tomato s|Indian Vegetarian s|Maharashtrian s (Marathi s),Maharashtrian s,Side Dish,Vegetarian,Sabzi s
838,Maharashtrian Anarsa ,Festival s|Tea Party s|After School Snack s,Maharashtrian s,Snack,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
839,Varan Bhaat  - Maharashtrian Dal ,Indian Lunch s|Festival s|Quick & Easy s|Goan s,Goan s,Lunch,Vegetarian,Dal s
840,Potato Sagu  for Rava Idli,Vegetarian s|Side Dish s|South Indian s|Aloo s (Potato & Baby Potato s)|Breakfast  Ideas|South Indian Breakfast s|Chana Dal s (Bengal Gram Dal),South Indian s,South Indian Breakfast,Vegetarian,Palya s
841,Kerala Style Tapioca with Coconut Curd Chutney ,Side Dish s|Breakfast  Ideas|Kerala s|Coconut s,Kerala s,South Indian Breakfast,Vegetarian,Indian Snack s
842,Vegetarian Mexican Chili for Tacos  - Made from Horse Gram,Party Food s|Vegetarian s|Healthy s|Indian Diabetic s|Mexican s|Horse Gram Dal s (Kollu/Kulith)|Weight Loss s,Mexican,Dinner,Diabetic Friendly,Mexican s
843,Drumstick Dal ,Vegetarian s|South Indian s|Indian Lunch s|Indian Dinner s|Drumstick s|Toor Dal s (Pigeon Pea),South Indian s,Lunch,Vegetarian,Dal s
844,Kollu Rasam  - Healthy Horse Gram Rasam,High Protein Vegetarian Diet s|South Indian s|Indian Lunch s|Indian Diabetic s|Horse Gram Dal s (Kollu/Kulith),South Indian s,Lunch,Diabetic Friendly,Rasam s
845,Andhra Style Aratikaya Vepudu  - Raw Banana Dry Sabzi,Side Dish s|South Indian s|Office Lunch Box s|Kids Lunch Box s|Quick & Easy s|Raw Banana s,Andhra,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
846,Peanut Butter Chocolate Oatmeal Bars ,Oats s (Oatmeal)|Kids Lunch Box s|Healthy Kids Snack s|Peanut s,Continental,Lunch,Vegetarian,Homemade Energy Bar s
847,Butternut Squash And Carrot Soup ,Vegetarian s|Carrot s,Continental,Appetizer,Vegetarian,Soup s
848,Idli Tikka  With Sambar,Party Food s|South Indian s|South Indian Breakfast s|Drumstick s|Brunch s|Fusion s|Tikka s,Fusion,Indian Breakfast,Vegetarian,Indian Snack s
849,Gujarati Kadhi  - Sweet And Spicy Gujarati Kadhi,Indian Lunch s|Gujarati s|Indian Vegetarian s|Dahi s (Curd/Yogurt),Gujarati s﻿,Main Course,Vegetarian,Kadhi s
850,Aloo Poha  - Batata Poha,Gujarati s|Aloo s (Potato & Baby Potato s)|Breakfast  Ideas|Gluten Free s|Indian Vegetarian s|Tea Party s|North Indian Breakfast s|Maharashtrian s (Marathi s)|Sprout s|Bachelor s|Sweet Corn s|s for Kids,Indian,Indian Breakfast,Vegetarian,Poha s
851,Nutty Pineapple Tutti Frutti Cake  (White Fruitcake),Tea Party s,Continental,Snack,Eggetarian,Cake s
852,Hing Pani Puri -Asafoetida Pani Puri,Party Food s|Vegetarian s|Tea Party s|Chaat Party s|Summer  Ideas|Quick & Easy s,North Indian s,Appetizer,Vegetarian,Indian Snack s
853,Crispy Whole Wheat Pizza With Spinach Pesto & Roasted Vegetables ,Party Food s|Spinach s (Palak/Keerai)|One Dish s|Brinjal s (Eggplant / Baingan),Italian s,Dinner,Vegetarian,Pizza s
854,Orange Mocktail ,Holi s|Orange s|Party Drink s,Continental,Snack,Vegetarian,Smoothies and Juices
855,Baingan Bharta  - Smoked Roasted Eggplant with Green Chillies and Ginger,Party Food s|Brinjal s (Eggplant / Baingan)|North Indian Dinner s,North Indian s,Dinner,Vegetarian,Sabzi s
856,Anhui Style 5 spice Corn Croquettes ,Party Food s|Tea Party s|Party Starter & Appetizer s|Healthy Kids Snack s|Tofu s|Sweet Corn s|After School Snack s|Birthday Party s|Pan Fried s|New Year Party s,Chinese,Appetizer,Vegetarian,Indian Chinese s
857,Mughlai Aloo Lajawab  - Mughlai Aloo Sabzi ,Party Food s|Indian Lunch s|Aloo s (Potato & Baby Potato s)|Festival s|Dahi s (Curd/Yogurt)|Indian Dinner s|Mughlai s,Mughlai,Dinner,Vegetarian,Sabzi s
858,Tomato Onion Cucumber Raita ,Side Dish s|Tomato s|Onion s|Cucumber s,Indian,Side Dish,Vegetarian,Indian Raita s
859,Ice Cream Tea Float ,Party Drink s|Ice Cream s|Tea s|Mocktail s,European,Appetizer,Vegetarian,"Chocolate, Coffee & Tea Drink s"
860,Frozen Strawberry Souffle ,Strawberry s|Frozen Dessert s|Souffle s,French,Dessert,Vegetarian,Dessert s
861,Chocolate Salted Caramel Tart ,Chocolate s|New Year Party s,French,Dessert,Vegetarian,Dessert s
862,Asian Style Stuffed Omelette ,Vegetarian s|Party Starter & Appetizer s|High Protein Diet|High Protein Breakfast|Omelette (Frittata) ,Asian,World Breakfast,Eggetarian,Indian Chinese s
863,Roti Gambang  (Indonesian Bread ),Vegetarian s|Asian Cuisine s|Indonesian Cuisine s,Indonesian,Side Dish,Eggetarian,Homemade Bread s
864,Orange Yogurt Cake ,Tea Party s|Dahi s (Curd/Yogurt)|Orange s,Continental,Snack,Eggetarian,Cake s
865,Roasted Eggplant & Olive Lasagna ,Party Food s|Paneer s|One Dish s|Brinjal s (Eggplant / Baingan)|Lasagna s,Italian s,Main Course,Vegetarian,All s
866,Bendekaayi Gojju (Lady Finger In Coconut Curry) ,Bhindi s (Vendakkai /Okra /Ladies Finger)|Chana Dal s (Bengal Gram Dal)|Mother's Day  Contest 2016,South Indian s,Lunch,Vegetarian,Gojju s
867,Ragi Kuzhi Paniyaram  with Ragi Dosa Batter,High Protein Vegetarian Diet s|South Indian s|Breakfast  Ideas|Indian Diabetic s|South Indian Breakfast s|Low Fat Diet s|Kids Lunch Box s|Millet s|Ragi s (Nachni/ Finger Millet)|After School Snack s,South Indian s,South Indian Breakfast,Diabetic Friendly,Dosa s
868,Uchellu Chutney ,South Indian s|Breakfast  Ideas|South Indian Breakfast s|Coconut s|Quick & Easy s,North Karnataka,Side Dish,Vegetarian,Indian Chutney s
869,Crispy and Spicy Chilli Chicken  - Indian Style ,Side Dish s|Party Starter & Appetizer s|High Protein Diet|Weekend Lunch s,Indian,Side Dish,Non Vegeterian,Chicken s
870,Eggless Chocolate Banana Cake  ,Tea Party s|Chocolate s|Eggless Cake s (Egg Free Cake)|Banana s,Continental,Dessert,Vegetarian,Cake s
871,Gurellu Chutney Podi  ,Side Dish s|South Indian s|Podi s,North Karnataka,Side Dish,Vegetarian,Indian Homemade Masala Powder & Chutney Powder s
872,Classic Greek salad ,Tomato s|Party Starter & Appetizer s|Olive s|Cucumber s|Bell Peppers s|Feta Cheese s,Greek,Appetizer,Vegetarian,Salad s
874,Bhel Puri With Raw Mango ,Tea Party s|Chaat Party s|Mango s|Raw Mango recipes,North Indian s,Snack,Vegetarian,Indian Snack s
875,Thai Style Tofu & Peanut Noodles,Indian Lunch s|Tofu s|Peanut s|Noodle s|Peanut Butter s|Weekend Lunch s,Thai,Lunch,Vegetarian,"Thai s,Malaysian & East Asian s"
876,Jaipuri Aloo Pyaz Ki Sabzi  Using Preethi Electric Pressure Cooker,Vegetarian s|Side Dish s|Indian Lunch s|Office Lunch Box s|Aloo s (Potato & Baby Potato s)|Festival s|Onion s|North Indian Lunch s,Rajasthani,Lunch,Vegetarian,Sabzi s
877,Sweet & Spicy Stuffed Paneer In Kofta Curry ,Party Food s|Paneer s|Indian Lunch s|Dahi s (Curd/Yogurt)|High Protein Diet|Indian Dinner s,North Indian s,Dinner,Vegetarian,Kofta s
878,Paneer Stuffed Ragi Paratha  - High Protein Breakfast,Paneer s|Vegetarian s|Indian Lunch s|Office Lunch Box s|Whole Wheat s|Healthy s|North Indian Breakfast s|No Onion No Garlic s|Indian Diabetic s|Paratha s|Millet s|Ragi s (Nachni/ Finger Millet)|Stuffed Paratha s,North Indian s,North Indian Breakfast,Diabetic Friendly,Paratha s
879,Veg Mughlai Paratha ,Paneer s|Vegetarian s|Paratha s|Hyderabadi Cuisine s|Mughlai s,Mughlai,Lunch,Vegetarian,Paratha s
880,Raw Papaya Red Bell Peppers Stuffed Paratha,North Indian Breakfast s|Paratha s|Stuffed Paratha s|Raw papaya s|Red Bell Peppers s|Antioxidant Rich s,North Indian s,Lunch,Vegetarian,Paratha s
881,Karamani Sundal  - Spicy Tossed Black Eyed Beans ),High Protein Vegetarian Diet s|Navratri s|No Onion No Garlic s|High Protein Diet|Quick & Easy s|Black Eyed Bean s|Dussehra Festival s|Sundal s|Karamani s,South Indian s,Side Dish,Vegetarian,Indian Snack s
882,Sprouted Moong Chaat ,Party Food s|Side Dish s|Tea Party s|Chaat Party s|Sprout s|Moong Dal s|Picnic  Ideas,North Indian s,Snack,Vegetarian,Indian Snack s
883,Broccoli Peanut Oats Tikki ,Office Lunch Box s|Tikki s (Cutlet/Patty)|Oats s (Oatmeal)|Broccoli s|Peanut s|Quick & Easy s|After School Snack s,North Indian s,Snack,Vegetarian,Indian Snack s
884,Tofu Mushroom Curry  in Ginger Mustard Sauce,Party Food s|High Protein Vegetarian Diet s|Mushroom s|Tofu s,Asian,Main Course,Vegetarian,Indian Chinese s
885,Kung Pao Tofu With Vegetables ,Party Food s|High Protein Vegetarian Diet s|Pumpkin s (Kaddu / Poosanikai)|Tofu s|Chinese s,Chinese,Side Dish,High Protein Vegetarian,Indian Chinese s
886,Fruit Sandwich ,Vegetarian s|Healthy s|Breakfast  Ideas|Tea Party s|No Onion No Garlic s|Kids Lunch Box s|Healthy Kids Snack s|Apple s|Jam s|Jain s|Pineapple s|Banana s|Chickoo s (Sapota),Continental,Snack,Vegetarian,Sandwich s
887,Muhammara  - Roasted Red Bell Pepper & Walnut Dip ,Party Food s|Side Dish s|Healthy s|Party Dip s|Middle Eastern s|Spread s|Red Bell Peppers s,Middle Eastern,Side Dish,Vegetarian,Continental Party Appetizer & Starter s
888,Classic Chettinad Seepu Seedai ,Vegetarian s|Navratri s|Festival s|Tea Party s|Holi s|Janmashtami s,Chettinad,Snack,Gluten Free,Indian Snack s
889,Cranberry Cookie ,Tea Party s|Eggless Cake s (Egg Free Cake)|Christmas s,Continental,Snack,Vegetarian,Cookie & Biscuit s
890,Vegetable Manchurian Balls in Hot and Spicy Garlic Sauce,Party Food s|Aloo s (Potato & Baby Potato s)|Party Starter & Appetizer s|Cabbage s (Patta Gobi)|Manchurian s,Indo Chinese,Dinner,Vegetarian,Indian Chinese s
891,"Stuffed Pita  With Tandoori Mayo Chickpeas, Pickled Onions and Vegetables",Party Food s|Kabuli Chana s (Chickpea)|Picnic  Ideas|Delmonte Mayo s|Mayonnaise s,Continental,One Pot Dish,Vegetarian,Continental Food s
892,Baked Samosa Pinwheels ,Tea Party s|Sooji s (Rava/ Semolina)|Raw Banana s|Picnic  Ideas|Samosa |Indian Potluck & Kitty Party s|Birthday Party s|Oven Baked ,Indian,Snack,Vegetarian,Indian Snack s
893,Kerala Style Coconut Milk Stew Pasta  - Indian Style ,Healthy s|Cauliflower s (Phool Gobi)|Kerala s|Healthy Kids Snack s|Coconut s|Weekend Dinner Ideas|Fusion s|Indian Pasta s,Fusion,Dinner,Vegetarian,Pasta s
894,Delicious Breakfast Anda Ghotala  With Butter Pav,Vegetarian s|Breakfast  Ideas|North Indian Breakfast s|Indian Diabetic s|High Protein Breakfast|Street food recipes,North Indian s,Indian Breakfast,Eggetarian,Egg s
895,Crunchy Carrot Peanut Raita  - Gajar Moongphali Raita,Side Dish s|Indian Lunch s|Carrot s|Indian Vegetarian s|Dahi s (Curd/Yogurt)|Peanut s,Indian,Lunch,Vegetarian,Indian Raita s
896,Asian Shrimp Rice Burger  ,Weekend Dinner Ideas|Asian Cuisine s|Burger s|Fusion s|Prawn s,Asian,Main Course,Non Vegeterian,"Thai s,Malaysian & East Asian s"
897,Eggless Cake Pops ,Eggless Cake s (Egg Free Cake)|New Year Party s,Continental,Dessert,Vegetarian,Dessert s
898,Beetroot Sambar  - Tangy Beetroot Lentil Curry,South Indian s|Indian Lunch s|Beetroot s|Indian Dinner s|Bachelor s,South Indian s,Lunch,High Protein Vegetarian,Sambar s
899,Eggless Peach Cobbler ,Tart and Pie s|Eggless Cake s (Egg Free Cake)|Peach s|Ice Cream s,Continental,Dinner,Vegetarian,Dessert s
900,Thai Style Beansprouts & Raw Mango Salad ,Sprout s|Summer  Ideas|Mango s|Green Beans s (French /Haricot),Thai,Appetizer,Vegetarian,"Thai s,Malaysian & East Asian s"
901,Chettinad Style Tomato Vermicelli Upma ,Tomato s|South Indian s|Breakfast  Ideas|Tea Party s|South Indian Breakfast s|Vermicelli s (Semiya/Seviyan),Chettinad,South Indian Breakfast,Vegetarian,Upma s
902,Chettinad Vegetable Biryani ,Indian Lunch s|Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Chettinad s|Weekly Meal Plan s and Ideas|One Pot s|Weekend Lunch s,Chettinad,Lunch,Vegetarian,Biryani s
903,Himachali Bhey  - Stir Fried Lotus Stem ,Side Dish s|Indian Lunch s|Office Lunch Box s|Indian Dinner s|Stir Fried s|Lotus Stem Kamal Kakdi s|Himachal s,Himachal,Side Dish,Vegetarian,Sabzi s
904,Fizzy Pomegranate Mint Mocktail ,Party Drink s|Watermelon s|Mother's Day Contest  2017,Continental,Appetizer,Vegetarian,Smoothies and Juices
906,Butterscotch Marshmallow Mousse ,Party Food s|Mousse s|s for Kids,Continental,Dessert,Vegetarian,Dessert s
907,Aamras Ki Kadhi  - Mango Kadhi ,Indian Lunch s|Gujarati s|Indian Dinner s|Summer  Ideas|Mango s,Gujarati s﻿,Dinner,Vegetarian,Kadhi s
908,Malabar Style Ney Pathiri  (Fried Masala Rice Puri) ,Side Dish s|Kerala s|Rice Flour s|Malabar Cuisine ,Malabar,Side Dish,Vegetarian,Puri s
909,Nawabi Kofta Curry ,Party Food s|Indian Lunch s|Healthy s|Aloo s (Potato & Baby Potato s)|Indian Vegetarian s,North Indian s,Dinner,Vegetarian,Kofta s
910,Black And Green Grapes Panna Cotta ,Panna Cotta s|No Bake Dessert s|Grapes s,Italian s,Dessert,Non Vegeterian,Dessert s
911,Eggless Whole Wheat Tutti Frutti Cake ,Festival s|Dahi s (Curd/Yogurt)|Eggless Cake s (Egg Free Cake)|Christmas s,Continental,Dessert,Vegetarian,Cake s
912,Prawn Cutlets With Sweet Potatoes Wedges ,Party Starter & Appetizer s|Tikki s (Cutlet/Patty)|Sweet Potato s|Prawn s,Indian,Appetizer,Non Vegeterian,Continental Party Appetizer & Starter s
913,No Bake Mango Yogurt Cheesecake  With Raspberries,Party Food s|Summer  Ideas|Mango s|Cheese Cake s,Continental,Dessert,Vegetarian,Dessert s
915,Oats Almond Apple Date Smoothie ,Breakfast  Ideas|Oats s (Oatmeal)|Healthy Kids Snack s|Apple s|Smoothie s|Almond s|After School Snack s|s for Kids,Continental,World Breakfast,Vegetarian,Smoothies and Juices
916,Kavuni Arisi Halwa  (Black Rice Halwa),Diwali s|Halwa s|Festival s|Black Rice s|Coconut Milk s,Tamil Nadu,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
917,Kerala Style Avial  - Onam Sadya ,South Indian s|Indian Lunch s|Onam s|Aloo s (Potato & Baby Potato s)|Festival s|Kerala s|Bachelor s|Pumpkin s (Kaddu / Poosanikai)|Drumstick s|Raw Banana s,Kerala s,Lunch,Vegetarian,Poriyal s (South Indian Sabzi)
918,Karnataka Style Tamarind Gojju  ,Side Dish s|Quick & Easy s|Tamarind Curry s|Karnataka s,Karnataka,Side Dish,Vegetarian,Gojju s
919,Pathare Prabhu Roath  (Semolina Cake),Tea Party s|Maharashtrian s (Marathi s)|Sooji s (Rava/ Semolina)|After School Snack s,Maharashtrian s,Snack,Vegetarian,Cake s
920,Crispy Bakwan Sayur  (No Onion No Garlic Vegetable Fritter),Tea Party s|Fritter s|Cabbage s (Patta Gobi)|Monsoon s|Fried s|Indonesian Cuisine s,Indonesian,Snack,Vegetarian,Indian Chinese s
921,Apricot Muesli Coffee Slice ,Tea Party s|Dahi s (Curd/Yogurt)|Ragi s (Nachni/ Finger Millet)|Coffee s,Continental,Snack,Eggetarian,Cake s
922,Karwar Style Yerappe Ani - Rice and Black Split Gram Fried Dumpling,Breakfast  Ideas|Karnataka s|karwar s,Karnataka,South Indian Breakfast,Vegetarian,Indian Snack s
923,Arugula Watermelon and Feta Salad ,Party Food s|Quick & Easy s|Watermelon s|Feta Cheese s|Arugula s,Continental,Appetizer,Vegetarian,Salad s
924,Bisi Bele Bath  - A Spicy Mixed Vegetable Sambar Rice,South Indian s|Aloo s (Potato & Baby Potato s)|Gluten Free s|One Dish s|Drumstick s|Chana Dal s (Bengal Gram Dal),South Indian s,Dinner,Vegetarian,Sambar s
925,Nimki Aloo Anardana Curry  - Potato And Nimki Curry,Indian Lunch s|Aloo s (Potato & Baby Potato s)|Pomegranate s|Sooji s (Rava/ Semolina)|Mathri s (Nimki),North Indian s,Lunch,Vegetarian,Sabzi s
926,Restaurant Style Phool Gobhi Masala ,Party Food s|Indian Lunch s|Cauliflower s (Phool Gobi)|Indian Dinner s,Indian,Side Dish,Vegetarian,Sabzi s
928,Bhel Puri  - An Indian Street Food And Tea Time Snack,Vegetarian s|Healthy s|Aloo s (Potato & Baby Potato s)|Tea Party s|Chaat Party s|Party Starter & Appetizer s,North Indian s,Snack,Vegetarian,Indian Snack s
929,Aloo Amritsari ,Party Food s|Aloo s (Potato & Baby Potato s)|Indian Vegetarian s|Karva Chauth s|Amritsari s,Punjabi,Lunch,Vegetarian,Sabzi s
930,Pasi Paruppu Kosumalli  (Spiced Lentil Salad ),Indian Lunch s|Navratri s|Festival s|Quick & Easy s|Sattvik Cooking |Ayurvedic s,South Indian s,Lunch,Vegetarian,Indian Salad s
931,Tofu & Shrimp Salad  With Balsamic Dressing,Vegetarian s|Tofu s|Lettuce s|Shrimp s,Asian,Dinner,High Protein Non Vegetarian,Salad s
932,"Summer Lettuce Salad with Cucumber, Tomato & Feta ",Side Dish s|Tomato s|Summer  Ideas|Lettuce s|Cucumber s|Continental s|Feta Cheese s,Continental,Side Dish,Vegetarian,Salad s
933,Delicious Arabic Sweet Kunafa  (Knafeh),Festival s|Eggless Cake s (Egg Free Cake)|Middle Eastern s|Mediterranean s,Arab,Dessert,Vegetarian,Dessert s
934,Oven Baked Rice Casserole  ,Party Food s|Vegetarian s|Brunch s|Continental s|Oven Baked |Weekend Lunch s|Casserole s,Continental,Main Course,Vegetarian,Continental Food s
935,"Green Apple, Radish & Pepper Salad ",Healthy s|Capsicum s (Bell Pepper)|Mooli s (Radish/ Mullangi)|Broccoli s|Cholesterol Friendly s|Apple s,Continental,Appetizer,Vegetarian,Salad s
936,Avocado Quinoa Breakfast Muffins ,Healthy s|Tea Party s|Avocado s|Muffin s|Quinoa s,Continental,World Breakfast,Eggetarian,Cake s
